,runcat,date_obs,medianFlux(mJy),eta,V,maxFlux,medFlux,avgFlux,coord_datapoints,newSource,RA_y,RA_err,Dec_y,Dec_err,Notes
324,331,2018-10-14T15:16:00.800,0.6000221547782901,21.6255090000895,0.312631631565196,0.0009646910061561,0.0006000221547782,0.0006107264815703,73,N,274.773456788595,0.0001628131886307,7.0072617679671,0.0001628131886307,
325,296,2018-10-14T15:16:00.800,0.227916505845401,3.2840757019072,0.307462095835792,0.0003727379691501,0.0002279165058454,0.000216537188408,59,N,274.882578937016,0.0001821356187048,7.94041278455231,0.0001821356187048,
327,388,2018-10-14T15:16:00.800,0.348772717192042,8.9317344588196,0.297099533701431,0.0005388269837102,0.000348772717192,0.0003538060381804,71,N,274.588290128255,0.000165427540902,7.08505060588948,0.000165427540902,
328,73,2018-10-14T15:16:00.800,0.804167144063491,28.1698224994856,0.308098042231755,0.0011262888033682,0.0008041671440634,0.0007685676825775,73,N,275.511181525015,0.0001627354787567,7.87821420397004,0.0001627354787567,
330,349,2018-10-14T15:16:00.800,0.859827517994475,39.5403348956473,0.260135308081906,0.0011683810221022,0.0008598275179944,0.0008501930372747,73,N,274.726562676755,0.0001626734437455,7.52304667431949,0.0001626734437455,
331,194,2018-10-14T15:16:00.800,0.588537680294987,14.4858455204241,0.313862080691439,0.0008871779345031,0.0005885376802949,0.0005591915044303,72,N,275.165843022003,0.0001639866366716,7.05631078980146,0.0001639866366716,
334,218,2018-10-14T15:16:00.800,1.44004332743266,63.716995538062,0.272989662820912,0.0019383174571271,0.0014400433274326,0.0013787353947226,73,N,275.109852558467,0.000162602594497,6.9150397233334,0.000162602594497,
336,223,2018-10-14T15:16:00.800,0.483603496488774,6.13964087529107,0.284646419041999,0.0007561073258443,0.0004836034964887,0.00048530318068,73,N,275.10498622076,0.0001630368113799,7.52642959378999,0.0001630368113799,
337,157,2018-10-14T15:16:00.800,0.24885843093624102,5.62027726884248,0.355668133838922,0.0003565904565902,0.0002488584309362,0.000232910771682,59,N,275.235273328399,0.0001819993298886,6.44168035272304,0.0001819993298886,
338,356,2018-10-14T15:16:00.800,2.3838703981989995,322.770521332178,0.362677411695568,0.0037481531677217,0.002383870398199,0.0021930962458893,73,N,274.707286967254,0.0001625786794159,6.47906572474196,0.0001625786794159,wow!
339,35,2018-10-14T15:16:00.800,0.288622939331446,4.76879790904824,0.314711782908515,0.0005056250352307,0.0002886229393314,0.0002943242793418,71,N,275.716515709839,0.0001657705622215,7.62862161210409,0.0001657705622215,unsure
340,382,2018-10-14T15:16:00.800,0.383717601407854,9.16601493199115,0.322635652817423,0.0005234920406074,0.0003837176014078,0.000360721630354,72,N,274.609349176979,0.0001642229757854,6.77132887933515,0.0001642229757854,
341,317,2018-10-14T15:16:00.800,0.43758216360546803,3.299715152284,0.241426939580939,0.0006265026318275,0.0004375821636054,0.0004318187090104,72,N,274.819472888739,0.0001643789357439,6.76604381962426,0.0001643789357439,
342,246,2018-11-13T15:46:16.400,0.510909317044962,14.2487326285935,0.322382794943003,0.0007842686376041,0.0005109093170449,0.0005067373114448,72,N,275.037507258176,0.000163999940862,7.44693674057222,0.000163999940862,
343,300,2018-10-14T15:16:00.800,8.733257641136799,1052.57424628173,0.263546609377479,0.0125920943514404,0.0087332576411368,0.0088340002579325,73,N,274.874593910147,0.0001625586933627,7.78413593611066,0.0001625586933627,
344,212,2018-10-14T15:16:00.800,0.414449569485339,6.31878141548877,0.297857732112017,0.0005716036874756,0.0004144495694853,0.0003990002987641,70,N,275.126386739311,0.0001665684785618,7.33826067670214,0.0001665684785618,marginal
345,48,2018-10-14T15:16:00.800,0.846107098031114,8.24903386883622,0.321312135079437,0.0012361276147028,0.0008461070980311,0.000835125068973,73,N,275.648652826453,0.0001628555808906,6.79720447221293,0.0001628555808906,
346,266,2018-10-14T15:16:00.800,0.721285603374561,36.3647490753161,0.374256724948344,0.0011401330502979,0.0007212856033745,0.0007173313266017,73,N,274.980304390348,0.0001627760264344,7.73851251569269,0.0001627760264344,Volunteer-fave
348,211,2018-10-14T15:16:00.800,3.7505273401605295,520.864980904249,0.282464513554009,0.0049340485461815,0.0037505273401605,0.0036713137663669,73,N,275.12533480982,0.0001625631154298,6.5720703395248,0.0001625631154298,
349,776,2018-10-14T15:16:00.800,0.1452610755666785,1.99083742141106,0.324213455713232,0.0002690794010337,0.0001452610755666,0.0001526995856206,24,1060.0,274.715513666367,0.0002859517157318,7.06447591059338,0.0002859517157318,
351,399,2018-10-14T15:16:00.800,0.336162475120804,8.65978023191021,0.280587535253776,0.0004334394253546,0.0003361624751208,0.0003163303611476,71,N,274.54407390128,0.0001654822018174,7.78917576016573,0.0001654822018174,
352,67,2018-10-14T15:16:00.800,1.1215854061530302,35.7744837827762,0.257174713288558,0.0014570429747921,0.001121585406153,0.0010918801127293,73,N,275.531788747554,0.0001626481647716,7.7678513915275,0.0001626481647716,
353,229,2018-10-05T16:33:46.400,0.232034335182676,1546.85112761318,1.77891953844971,0.0125167395345185,0.0002320343351826,0.000997162297241,40,N,275.091389378583,0.0002200708867041,7.18563779616878,0.0002200708867041,MAXIJ1820 itself
354,68,2018-10-14T15:16:00.800,0.607894476399672,10.2238099646028,0.271554449699178,0.0008269260579899,0.0006078944763996,0.0005907699548184,73,N,275.525956231793,0.0001628224116177,6.54915285545017,0.0001628224116177,
355,14,2018-10-14T15:16:00.800,0.45580612526127307,3.23603647075803,0.27542509532227,0.0005883621657256,0.0004558061252612,0.0004238831530597,69,N,275.8181733714,0.0001680081894844,7.10059550909056,0.0001680081894844,
356,275,2018-10-14T15:16:00.800,0.887188973560501,18.0699421890363,0.247085874048926,0.0009829751393231,0.0008871889735605,0.0008258841730606,73,N,274.954742424922,0.0001626995265048,7.51174649992815,0.0001626995265048,
357,5,2018-10-14T15:16:00.800,0.7323822550542249,28.5536684284557,0.30272254776184,0.0010140017768746,0.0007323822550542,0.0007232043049576,73,N,275.930333654403,0.0001627218644185,7.26299287301401,0.0001627218644185,
359,301,2018-10-14T15:16:00.800,0.6110814250158991,6.81917760932042,0.239943003613365,0.000825495623683,0.0006110814250158,0.0005897674100299,73,N,274.860016940144,0.0001628272075643,7.79789931174302,0.0001628272075643,
360,255,2018-10-14T15:16:00.800,1.8884254357154602,79.3560534120376,0.262565861168017,0.0026360462686609,0.0018884254357154,0.001863112327408,73,N,275.013935350877,0.0001625849829059,7.74980385858612,0.0001625849829059,
362,162,2018-10-14T15:16:00.800,12.0347236397155,853.418305035344,0.262159263075726,0.0150729759412779,0.0120347236397155,0.0117364538627544,73,N,275.22670190673,0.0001625587939097,7.28275809212491,0.0001625587939097,
366,241,2018-10-14T15:16:00.800,0.7628768063582839,13.2455136366784,0.244185523854908,0.0009161776940217,0.0007628768063582,0.0007337878879274,73,N,275.063408270416,0.0001627181423296,7.47537974407374,0.0001627181423296,
367,405,2018-10-14T15:16:00.800,0.9464285829261301,25.4038369687794,0.238403051410721,0.001129803108069,0.0009464285829261,0.000897065744343,73,N,274.519846685151,0.0001626558419298,6.95841688159083,0.0001626558419298,
368,416,2020-04-10T07:04:22.100,31.478684575430098,1686.30961266621,0.298286053917505,0.0399478997182975,0.0314786845754301,0.0290892838304087,73,N,274.469241556038,0.0001625592272713,6.77733051003685,0.0001625592272713,
369,430,2018-10-14T15:16:00.800,0.403388706647284,13.0416834282429,0.301324034704529,0.0005997632249205,0.0004033887066472,0.0003862245119267,72,N,274.372433181214,0.0001641036639815,7.32672098034918,0.0001641036639815,
370,342,2018-10-14T15:16:00.800,1.30240147273073,81.3202265757594,0.26915080057057,0.0015480961475378,0.0013024014727307,0.0012376765539279,73,N,274.747798382627,0.0001626100782149,7.21410694192782,0.0001626100782149,
373,76,2018-10-14T15:16:00.800,0.338279866596919,4.35916294666805,0.307920135952745,0.0005016620310725,0.0003382798665969,0.0003258836404179,71,N,275.506072372723,0.0001656464278806,7.4799559915435,0.0001656464278806,marginal
378,408,2018-10-14T15:16:00.800,1.1265838875519398,96.4626463297136,0.295389741058311,0.0017760076240678,0.0011265838875519,0.00113073928087,73,N,274.511196751022,0.0001626139035138,7.2125321549499,0.0001626139035138,
379,1190,2018-10-14T15:16:00.800,0.140257899764515,1.34857275502689,0.383372336751141,0.0002728898757549,0.0001402578997645,0.0001431037361645,18,356.0,275.444773485464,0.0003311558952208,7.45100884124278,0.0003311558952208,
380,193,2018-10-14T15:16:00.800,8.87653422953465,409.377089968838,0.240378071207038,0.0099723271594822,0.0088765342295346,0.0084759343023927,73,N,275.165732289605,0.0001625590518159,7.14526465730227,0.0001625590518159,
