,Field,subject_id,workflow_id_x,task,reducer,data.stable,data.unsure,data.extended-blob,data.aggregation_version,data.transient-variable,data.artefact,Sum,transFrac,stableFrac,extendFrac,unsureFrac,arteFrac,T+U,project_id,workflow_id_y,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at,LC,RA_x,Dec_x,Image,runcat,date_obs,medianFlux(mJy),LCurl,Imageurl,eta,V,maxFlux,medFlux,avgFlux,coord_datapoints,newSource,RA_y,RA_err,Dec_y,Dec_err,t/v,Extended?,Notes,"ML? (<2"")",ML_r (arcsec),ML Notes
80,MAXIJ1803,70790975,19109,T0,question_reducer,2,0,0,3.6.0,8,0,10,0.8,0.2,0,0,0,0.8,15976,19109,100062,"{""LC"":""320_ra270.723_dec-29.525_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""270.723454566447"",""Dec"":""-29.5249684990334"",""Image"":""320_ra270.723_dec-29.525_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""320"",""date_obs"":""2021-11-14T12:07:52.800"",""medianFlux(mJy)"":""1.7472265469604449""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/369658f6-9bea-4f41-aa5f-51c03c51a6c0.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/05809728-0eab-44e4-9413-896ecdb57e4f.png""}",10,2022-01-25 20:31:15 UTC,classification_count,2021-12-03 16:26:27 UTC,2021-12-03 16:26:27 UTC,320_ra270.723_dec-29.525_MAXIJ1803TraPDB_anderssonLC.png,270.7234546,-29.5249685,320_ra270.723_dec-29.525_MAXIJ1803TraPDB_anderssonImage.png,320,2021-11-14T12:07:52.800,1.747226547,https://panoptes-uploads.zooniverse.org/subject_location/369658f6-9bea-4f41-aa5f-51c03c51a6c0.png,https://panoptes-uploads.zooniverse.org/subject_location/05809728-0eab-44e4-9413-896ecdb57e4f.png,3.539823683,0.037335137,0.00185094,0.001747227,0.001748996,28,N,270.7234769,0.000262498,-29.52491294,0.000262498,1,0,,0,0,
82,MAXIJ1803,70791011,19109,T0,question_reducer,5,0,1,3.6.0,4,0,10,0.4,0.5,0.1,0,0,0.4,15976,19109,100062,"{""LC"":""501_ra270.369_dec-29.511_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""270.369206902267"",""Dec"":""-29.510751397426702"",""Image"":""501_ra270.369_dec-29.511_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""501"",""date_obs"":""2021-08-15T21:25:30.800"",""medianFlux(mJy)"":""2.5097177645459""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/c080aad7-449b-4ebe-89c7-7d0b1e2d201c.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/3702b317-c482-4c0c-820e-859ec78926db.png""}",10,2022-02-16 20:54:52 UTC,classification_count,2021-12-03 16:26:35 UTC,2021-12-03 16:26:35 UTC,501_ra270.369_dec-29.511_MAXIJ1803TraPDB_anderssonLC.png,270.3692069,-29.5107514,501_ra270.369_dec-29.511_MAXIJ1803TraPDB_anderssonImage.png,501,2021-08-15T21:25:30.800,2.509717765,https://panoptes-uploads.zooniverse.org/subject_location/c080aad7-449b-4ebe-89c7-7d0b1e2d201c.png,https://panoptes-uploads.zooniverse.org/subject_location/3702b317-c482-4c0c-820e-859ec78926db.png,4.095920943,0.027435364,0.002652308,0.002509718,0.002500021,28,N,270.3692862,0.000262486,-29.51080652,0.000262486,1,0,,1,0.613,only 2dp
83,MAXIJ1803,70791023,19109,T0,question_reducer,3,1,1,3.6.0,4,0,9,0.444444444,0.333333333,0.111111111,0.111111111,0,0.555555556,15976,19109,100062,"{""LC"":""242_ra270.899_dec-29.293_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""270.89872322489896"",""Dec"":""-29.2926920536166"",""Image"":""242_ra270.899_dec-29.293_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""242"",""date_obs"":""2021-05-15T22:24:22.000"",""medianFlux(mJy)"":""1.5412762869434649""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/99ebd5b3-8507-4614-b19e-0a7ab8e779ff.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/326aefde-4992-44ff-91e0-968105f20121.png""}",10,2022-02-19 16:01:35 UTC,classification_count,2021-12-03 16:26:37 UTC,2021-12-03 16:26:37 UTC,242_ra270.899_dec-29.293_MAXIJ1803TraPDB_anderssonLC.png,270.8987232,-29.29269205,242_ra270.899_dec-29.293_MAXIJ1803TraPDB_anderssonImage.png,242,2021-05-15T22:24:22.000,1.541276287,https://panoptes-uploads.zooniverse.org/subject_location/99ebd5b3-8507-4614-b19e-0a7ab8e779ff.png,https://panoptes-uploads.zooniverse.org/subject_location/326aefde-4992-44ff-91e0-968105f20121.png,3.379433261,0.04057041,0.001692983,0.001541276,0.001544529,28,N,270.8986357,0.000262503,-29.29266859,0.000262503,1,0,,0,0,
88,SAXJ1808,70791355,19109,T0,question_reducer,2,2,0,3.6.0,4,0,8,0.5,0.25,0,0.25,0,0.75,15976,19109,100064,"{""LC"":""121_ra272.603_dec-36.434_SAXJ1808TraPDB_anderssonLC.png"",""RA"":""272.603256322565"",""Dec"":""-36.4338076916906"",""Image"":""121_ra272.603_dec-36.434_SAXJ1808TraPDB_anderssonImage.png"",""runcat"":""121"",""date_obs"":""2019-08-31T18:56:02.900"",""medianFlux(mJy)"":""2.2585236397903903""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8734adaf-2fb6-4577-966f-6452b142a95a.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/1064c79f-b43f-4caa-a85e-fd4d351996b6.png""}",10,2022-02-06 02:18:20 UTC,classification_count,2021-12-03 16:29:34 UTC,2021-12-03 16:29:34 UTC,121_ra272.603_dec-36.434_SAXJ1808TraPDB_anderssonLC.png,272.6032563,-36.43380769,121_ra272.603_dec-36.434_SAXJ1808TraPDB_anderssonImage.png,121,2019-08-31T18:56:02.900,2.25852364,https://panoptes-uploads.zooniverse.org/subject_location/8734adaf-2fb6-4577-966f-6452b142a95a.png,https://panoptes-uploads.zooniverse.org/subject_location/1064c79f-b43f-4caa-a85e-fd4d351996b6.png,6.383052963,0.040572621,0.002433276,0.002258524,0.002276066,6,N,272.6031626,0.00056705,-36.43384049,0.00056705,1,0,,0,0,
93,SAXJ1808,70791434,19109,T0,question_reducer,2,3,0,3.6.0,5,0,10,0.5,0.2,0,0.3,0,0.8,15976,19109,100064,"{""LC"":""150_ra272.517_dec-37.488_SAXJ1808TraPDB_anderssonLC.png"",""RA"":""272.517032077739"",""Dec"":""-37.4880422341068"",""Image"":""150_ra272.517_dec-37.488_SAXJ1808TraPDB_anderssonImage.png"",""runcat"":""150"",""date_obs"":""2019-08-16T21:54:47.500"",""medianFlux(mJy)"":""14.868451202929352""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/e089915d-44bf-4fba-8b98-759862194e1b.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/49696130-cbca-4cee-82dd-0c6bada1e4bf.png""}",10,2022-01-18 02:49:15 UTC,classification_count,2021-12-03 16:29:54 UTC,2021-12-03 16:29:54 UTC,150_ra272.517_dec-37.488_SAXJ1808TraPDB_anderssonLC.png,272.5170321,-37.48804223,150_ra272.517_dec-37.488_SAXJ1808TraPDB_anderssonImage.png,150,2019-08-16T21:54:47.500,14.8684512,https://panoptes-uploads.zooniverse.org/subject_location/e089915d-44bf-4fba-8b98-759862194e1b.png,https://panoptes-uploads.zooniverse.org/subject_location/49696130-cbca-4cee-82dd-0c6bada1e4bf.png,64.85096473,0.029849041,0.015259614,0.014868451,0.014756164,6,N,272.5170791,0.000567013,-37.48804927,0.000567013,1,0,weird,1,0.621,
104,SAXJ1808,70791686,19109,T0,question_reducer,4,0,1,3.6.0,4,0,9,0.444444444,0.444444444,0.111111111,0,0,0.444444444,15976,19109,100064,"{""LC"":""16_ra273.023_dec-36.568_SAXJ1808TraPDB_anderssonLC.png"",""RA"":""273.02279849661096"",""Dec"":""-36.5681498043771"",""Image"":""16_ra273.023_dec-36.568_SAXJ1808TraPDB_anderssonImage.png"",""runcat"":""16"",""date_obs"":""2019-08-23T16:54:03.800"",""medianFlux(mJy)"":""17.7324840791671""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/46af8681-28f7-4e1c-9489-634fedb870c4.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/b7c327a9-e839-4111-862c-1fa45fbf00a0.png""}",10,2022-02-20 17:59:40 UTC,classification_count,2021-12-03 16:30:58 UTC,2021-12-03 16:30:58 UTC,16_ra273.023_dec-36.568_SAXJ1808TraPDB_anderssonLC.png,273.0227985,-36.5681498,16_ra273.023_dec-36.568_SAXJ1808TraPDB_anderssonImage.png,16,2019-08-23T16:54:03.800,17.73248408,https://panoptes-uploads.zooniverse.org/subject_location/46af8681-28f7-4e1c-9489-634fedb870c4.png,https://panoptes-uploads.zooniverse.org/subject_location/b7c327a9-e839-4111-862c-1fa45fbf00a0.png,200.5634269,0.060852936,0.018916718,0.017732484,0.017541206,6,N,273.0227998,0.000567013,-36.56814267,0.000567013,1,0,6dp,0,0,
106,SAXJ1808,70791761,19109,T0,question_reducer,4,0,1,3.6.0,4,1,10,0.4,0.4,0.1,0,0.1,0.4,15976,19109,100064,"{""LC"":""571_ra271.248_dec-37.247_SAXJ1808TraPDB_anderssonLC.png"",""RA"":""271.248446991296"",""Dec"":""-37.247344581913296"",""Image"":""571_ra271.248_dec-37.247_SAXJ1808TraPDB_anderssonImage.png"",""runcat"":""571"",""date_obs"":""2019-08-31T18:56:02.900"",""medianFlux(mJy)"":""3.00224129891833""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b5b98225-894e-4988-a942-590a3e8abd50.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/b687f557-83c8-4bdb-8038-cfaad84501aa.png""}",10,2022-02-15 22:15:16 UTC,classification_count,2021-12-03 16:31:20 UTC,2021-12-03 16:31:20 UTC,571_ra271.248_dec-37.247_SAXJ1808TraPDB_anderssonLC.png,271.248447,-37.24734458,571_ra271.248_dec-37.247_SAXJ1808TraPDB_anderssonImage.png,571,2019-08-31T18:56:02.900,3.002241299,https://panoptes-uploads.zooniverse.org/subject_location/b5b98225-894e-4988-a942-590a3e8abd50.png,https://panoptes-uploads.zooniverse.org/subject_location/b687f557-83c8-4bdb-8038-cfaad84501aa.png,9.856973375,0.048326931,0.003143271,0.003002241,0.002968123,6,N,271.2483673,0.000567033,-37.24736369,0.000567033,1,0,,0,0,
110,SAXJ1808,70791852,19109,T0,question_reducer,1,4,1,3.6.0,4,0,10,0.4,0.1,0.1,0.4,0,0.8,15976,19109,100064,"{""LC"":""43_ra272.860_dec-37.199_SAXJ1808TraPDB_anderssonLC.png"",""RA"":""272.860082228723"",""Dec"":""-37.1990420936595"",""Image"":""43_ra272.860_dec-37.199_SAXJ1808TraPDB_anderssonImage.png"",""runcat"":""43"",""date_obs"":""2019-08-31T18:56:02.900"",""medianFlux(mJy)"":""2.1315940487065004""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/eda91df3-7421-429d-8bbd-8d92c1e75339.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/f75926a4-4f4e-4dac-9adc-8040ca53ef63.png""}",10,2022-02-05 00:44:38 UTC,classification_count,2021-12-03 16:31:44 UTC,2021-12-03 16:31:44 UTC,43_ra272.860_dec-37.199_SAXJ1808TraPDB_anderssonLC.png,272.8600822,-37.19904209,43_ra272.860_dec-37.199_SAXJ1808TraPDB_anderssonImage.png,43,2019-08-31T18:56:02.900,2.131594049,https://panoptes-uploads.zooniverse.org/subject_location/eda91df3-7421-429d-8bbd-8d92c1e75339.png,https://panoptes-uploads.zooniverse.org/subject_location/f75926a4-4f4e-4dac-9adc-8040ca53ef63.png,6.167196941,0.041858179,0.002207605,0.002131594,0.002110992,6,N,272.8599775,0.000567054,-37.1990625,0.000567054,1,0,6dp same shape,0,0,
123,SAXJ1808,70792117,19109,T0,question_reducer,5,1,0,3.6.0,4,0,10,0.4,0.5,0,0.1,0,0.5,15976,19109,100064,"{""LC"":""274_ra272.207_dec-37.403_SAXJ1808TraPDB_anderssonLC.png"",""RA"":""272.20689485905"",""Dec"":""-37.4034319983487"",""Image"":""274_ra272.207_dec-37.403_SAXJ1808TraPDB_anderssonImage.png"",""runcat"":""274"",""date_obs"":""2019-08-31T18:56:02.900"",""medianFlux(mJy)"":""2.657107206859655""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/bb0566ea-0a39-448c-b062-590715a6faee.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/4bd172c7-4778-4f6e-a8b3-b445a219ece9.png""}",10,2022-02-28 06:11:10 UTC,classification_count,2021-12-03 16:32:51 UTC,2021-12-03 16:32:51 UTC,274_ra272.207_dec-37.403_SAXJ1808TraPDB_anderssonLC.png,272.2068949,-37.403432,274_ra272.207_dec-37.403_SAXJ1808TraPDB_anderssonImage.png,274,2019-08-31T18:56:02.900,2.657107207,https://panoptes-uploads.zooniverse.org/subject_location/bb0566ea-0a39-448c-b062-590715a6faee.png,https://panoptes-uploads.zooniverse.org/subject_location/4bd172c7-4778-4f6e-a8b3-b445a219ece9.png,1.479202524,0.021504302,0.002753719,0.002657107,0.002660706,6,N,272.2068426,0.000567039,-37.40344781,0.000567039,1,0,,0,0,
126,4U1543,70792231,19109,T0,question_reducer,2,1,2,3.6.0,5,0,10,0.5,0.2,0.2,0.1,0,0.6,15976,19109,100065,"{""LC"":""221_ra237.067_dec-48.184_4U1543TraPDB_anderssonLC.png"",""RA"":""237.066564780603"",""Dec"":""-48.1838352887707"",""Image"":""221_ra237.067_dec-48.184_4U1543TraPDB_anderssonImage.png"",""runcat"":""221"",""date_obs"":""2021-07-31T19:37:45.994"",""medianFlux(mJy)"":""1.03609008689843""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a7102436-16ec-4a48-bea6-577a18a37898.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/e5a0dd89-513b-4369-9cb9-d5212f40ca39.png""}",10,2022-01-28 11:03:57 UTC,classification_count,2021-12-03 16:35:17 UTC,2021-12-03 16:35:17 UTC,221_ra237.067_dec-48.184_4U1543TraPDB_anderssonLC.png,237.0665648,-48.18383529,221_ra237.067_dec-48.184_4U1543TraPDB_anderssonImage.png,221,2021-07-31T19:37:45.994,1.036090087,https://panoptes-uploads.zooniverse.org/subject_location/a7102436-16ec-4a48-bea6-577a18a37898.png,https://panoptes-uploads.zooniverse.org/subject_location/e5a0dd89-513b-4369-9cb9-d5212f40ca39.png,10.39727769,0.101869807,0.001305452,0.00103609,0.00106297,21,N,237.0665765,0.000303187,-48.18377173,0.000303187,1,0,,0,0,
131,4U1543,70792375,19109,T0,question_reducer,3,0,3,3.6.0,4,0,10,0.4,0.3,0.3,0,0,0.4,15976,19109,100065,"{""LC"":""610_ra235.628_dec-47.398_4U1543TraPDB_anderssonLC.png"",""RA"":""235.628003628118"",""Dec"":""-47.3978742408535"",""Image"":""610_ra235.628_dec-47.398_4U1543TraPDB_anderssonImage.png"",""runcat"":""610"",""date_obs"":""2021-10-17T10:56:15.001"",""medianFlux(mJy)"":""0.8870361510563199""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/ad4208c2-8840-4fe9-9da6-6754dfde40be.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/2b193447-d49b-4bba-a5e5-c9e06b430855.png""}",10,2022-02-19 16:21:45 UTC,classification_count,2021-12-03 16:36:01 UTC,2021-12-03 16:36:01 UTC,610_ra235.628_dec-47.398_4U1543TraPDB_anderssonLC.png,235.6280036,-47.39787424,610_ra235.628_dec-47.398_4U1543TraPDB_anderssonImage.png,610,2021-10-17T10:56:15.001,0.887036151,https://panoptes-uploads.zooniverse.org/subject_location/ad4208c2-8840-4fe9-9da6-6754dfde40be.png,https://panoptes-uploads.zooniverse.org/subject_location/2b193447-d49b-4bba-a5e5-c9e06b430855.png,3.307900202,0.07112728,0.001010058,0.000887036,0.000881392,21,N,235.6279589,0.000303227,-47.39795639,0.000303227,1,0,,0,0,
136,4U1543,70792445,19109,T0,question_reducer,4,0,0,3.6.0,4,1,9,0.444444444,0.444444444,0,0,0.111111111,0.444444444,15976,19109,100065,"{""LC"":""396_ra236.614_dec-47.322_4U1543TraPDB_anderssonLC.png"",""RA"":""236.613602871536"",""Dec"":""-47.32234636330979"",""Image"":""396_ra236.614_dec-47.322_4U1543TraPDB_anderssonImage.png"",""runcat"":""396"",""date_obs"":""2021-10-31T13:11:42.930"",""medianFlux(mJy)"":""20.3979819238927""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2243483c-5b86-409d-a9be-9afc29becea7.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/8b02fb06-00ca-4af4-8dcc-b210ce896a49.png""}",10,2022-02-06 04:13:59 UTC,classification_count,2021-12-03 16:36:23 UTC,2021-12-03 16:36:23 UTC,396_ra236.614_dec-47.322_4U1543TraPDB_anderssonLC.png,236.6136029,-47.32234636,396_ra236.614_dec-47.322_4U1543TraPDB_anderssonImage.png,396,2021-10-31T13:11:42.930,20.39798192,https://panoptes-uploads.zooniverse.org/subject_location/2243483c-5b86-409d-a9be-9afc29becea7.png,https://panoptes-uploads.zooniverse.org/subject_location/8b02fb06-00ca-4af4-8dcc-b210ce896a49.png,27.4636901,0.017371403,0.020712716,0.020397982,0.020326063,21,N,236.6135937,0.000303081,-47.32234479,0.000303081,1,0,too good to be true,0,0,
138,4U1543,70792463,19109,T0,question_reducer,2,2,1,3.6.0,4,1,10,0.4,0.2,0.1,0.2,0.1,0.6,15976,19109,100065,"{""LC"":""310_ra236.839_dec-47.273_4U1543TraPDB_anderssonLC.png"",""RA"":""236.838926426211"",""Dec"":""-47.2731145604043"",""Image"":""310_ra236.839_dec-47.273_4U1543TraPDB_anderssonImage.png"",""runcat"":""310"",""date_obs"":""2021-10-17T10:56:15.001"",""medianFlux(mJy)"":""0.34430103114065297""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/66ce5ec2-49c5-4be4-a093-c37009f4e53d.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/a4f0c2fa-29a8-43cc-9b41-a58c4daa6889.png""}",10,2022-02-20 18:20:11 UTC,classification_count,2021-12-03 16:36:28 UTC,2021-12-03 16:36:28 UTC,310_ra236.839_dec-47.273_4U1543TraPDB_anderssonLC.png,236.8389264,-47.27311456,310_ra236.839_dec-47.273_4U1543TraPDB_anderssonImage.png,310,2021-10-17T10:56:15.001,0.344301031,https://panoptes-uploads.zooniverse.org/subject_location/66ce5ec2-49c5-4be4-a093-c37009f4e53d.png,https://panoptes-uploads.zooniverse.org/subject_location/a4f0c2fa-29a8-43cc-9b41-a58c4daa6889.png,1.808231514,0.176538993,0.000401481,0.000344301,0.000328551,18,N,236.8389448,0.000328575,-47.27321067,0.000328575,1,0,,0,0,
140,4U1543,70792507,19109,T0,question_reducer,1,3,1,3.6.0,5,0,10,0.5,0.1,0.1,0.3,0,0.8,15976,19109,100065,"{""LC"":""349_ra236.701_dec-47.932_4U1543TraPDB_anderssonLC.png"",""RA"":""236.70074211409198"",""Dec"":""-47.932467357516096"",""Image"":""349_ra236.701_dec-47.932_4U1543TraPDB_anderssonImage.png"",""runcat"":""349"",""date_obs"":""2021-06-19T21:13:27.901"",""medianFlux(mJy)"":""0.697455228732994""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/d2113cde-326c-4227-a542-59012a0d7bb7.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/66111d4d-18b0-43fc-bf8a-45386d9d1a96.png""}",10,2022-02-06 10:06:29 UTC,classification_count,2021-12-03 16:36:42 UTC,2021-12-03 16:36:42 UTC,349_ra236.701_dec-47.932_4U1543TraPDB_anderssonLC.png,236.7007421,-47.93246736,349_ra236.701_dec-47.932_4U1543TraPDB_anderssonImage.png,349,2021-06-19T21:13:27.901,0.697455229,https://panoptes-uploads.zooniverse.org/subject_location/d2113cde-326c-4227-a542-59012a0d7bb7.png,https://panoptes-uploads.zooniverse.org/subject_location/66111d4d-18b0-43fc-bf8a-45386d9d1a96.png,2.939741332,0.101428287,0.000883607,0.000697455,0.000720824,21,N,236.7007467,0.00030347,-47.93244527,0.00030347,1,0,,0,0,
142,4U1543,70792542,19109,T0,question_reducer,5,0,1,3.6.0,4,0,10,0.4,0.5,0.1,0,0,0.4,15976,19109,100065,"{""LC"":""581_ra235.884_dec-47.378_4U1543TraPDB_anderssonLC.png"",""RA"":""235.88370666278598"",""Dec"":""-47.3776939501159"",""Image"":""581_ra235.884_dec-47.378_4U1543TraPDB_anderssonImage.png"",""runcat"":""581"",""date_obs"":""2021-10-17T10:56:15.001"",""medianFlux(mJy)"":""4.65787457996404""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/5b44fd2e-53e9-4e4c-a710-69eae42a0479.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/820a66b7-fc47-45ec-91a5-0af643b06368.png""}",10,2022-02-06 06:27:29 UTC,classification_count,2021-12-03 16:36:52 UTC,2021-12-03 16:36:52 UTC,581_ra235.884_dec-47.378_4U1543TraPDB_anderssonLC.png,235.8837067,-47.37769395,581_ra235.884_dec-47.378_4U1543TraPDB_anderssonImage.png,581,2021-10-17T10:56:15.001,4.65787458,https://panoptes-uploads.zooniverse.org/subject_location/5b44fd2e-53e9-4e4c-a710-69eae42a0479.png,https://panoptes-uploads.zooniverse.org/subject_location/820a66b7-fc47-45ec-91a5-0af643b06368.png,29.74900273,0.045928876,0.005058908,0.004657875,0.004635242,21,N,235.8836752,0.000303089,-47.37779435,0.000303089,1,0,extended?,0,0,
143,4U1543,70792578,19109,T0,question_reducer,1,0,4,3.6.0,5,0,10,0.5,0.1,0.4,0,0,0.5,15976,19109,100065,"{""LC"":""853_ra236.787_dec-47.672_4U1543TraPDB_anderssonLC.png"",""RA"":""236.786932812596"",""Dec"":""-47.6714777949381"",""Image"":""853_ra236.787_dec-47.672_4U1543TraPDB_anderssonImage.png"",""runcat"":""853"",""date_obs"":""2021-09-27T12:41:55.424"",""medianFlux(mJy)"":""0.16145854849886498""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2ce7252d-810e-4015-b014-b4b6ef93889b.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/8565e674-abac-41c0-bd13-16ad4f6a95b0.png""}",10,2022-02-25 07:44:39 UTC,classification_count,2021-12-03 16:37:03 UTC,2021-12-03 16:37:03 UTC,853_ra236.787_dec-47.672_4U1543TraPDB_anderssonLC.png,236.7869328,-47.67147779,853_ra236.787_dec-47.672_4U1543TraPDB_anderssonImage.png,853,2021-09-27T12:41:55.424,0.161458548,https://panoptes-uploads.zooniverse.org/subject_location/2ce7252d-810e-4015-b014-b4b6ef93889b.png,https://panoptes-uploads.zooniverse.org/subject_location/8565e674-abac-41c0-bd13-16ad4f6a95b0.png,12.27671188,0.756220387,0.000434712,0.000161459,0.00018145,2,230,236.7869707,0.000984801,-47.67150607,0.000984801,1,0,jet/BH,0,0,
145,4U1543,70792640,19109,T0,question_reducer,4,2,0,3.6.0,4,0,10,0.4,0.4,0,0.2,0,0.6,15976,19109,100065,"{""LC"":""562_ra236.045_dec-47.552_4U1543TraPDB_anderssonLC.png"",""RA"":""236.04489027987898"",""Dec"":""-47.5519383821574"",""Image"":""562_ra236.045_dec-47.552_4U1543TraPDB_anderssonImage.png"",""runcat"":""562"",""date_obs"":""2021-10-17T10:56:15.001"",""medianFlux(mJy)"":""4.19614648016325""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/50a19e89-81ae-40e1-8b92-9d7e92d98a17.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/b5a90386-b79b-49f8-94b4-3caae1e23c81.png""}",10,2022-02-17 14:53:55 UTC,classification_count,2021-12-03 16:37:26 UTC,2021-12-03 16:37:26 UTC,562_ra236.045_dec-47.552_4U1543TraPDB_anderssonLC.png,236.0448903,-47.55193838,562_ra236.045_dec-47.552_4U1543TraPDB_anderssonImage.png,562,2021-10-17T10:56:15.001,4.19614648,https://panoptes-uploads.zooniverse.org/subject_location/50a19e89-81ae-40e1-8b92-9d7e92d98a17.png,https://panoptes-uploads.zooniverse.org/subject_location/b5a90386-b79b-49f8-94b4-3caae1e23c81.png,8.254619817,0.043398552,0.004532354,0.004196146,0.004214947,21,N,236.0448664,0.000303098,-47.55202733,0.000303098,1,0,marginal,0,0,
146,4U1543,70792656,19109,T0,question_reducer,2,1,3,3.6.0,4,0,10,0.4,0.2,0.3,0.1,0,0.5,15976,19109,100065,"{""LC"":""512_ra236.271_dec-47.244_4U1543TraPDB_anderssonLC.png"",""RA"":""236.270905797504"",""Dec"":""-47.244539751284"",""Image"":""512_ra236.271_dec-47.244_4U1543TraPDB_anderssonImage.png"",""runcat"":""512"",""date_obs"":""2021-08-07T19:26:41.326"",""medianFlux(mJy)"":""4.308573279139971""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/0778cc65-239b-4b27-b672-a3be99edfbde.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/35b2d130-cb83-4b05-8071-57aad2f85c05.png""}",10,2022-02-20 22:56:01 UTC,classification_count,2021-12-03 16:37:32 UTC,2021-12-03 16:37:32 UTC,512_ra236.271_dec-47.244_4U1543TraPDB_anderssonLC.png,236.2709058,-47.24453975,512_ra236.271_dec-47.244_4U1543TraPDB_anderssonImage.png,512,2021-08-07T19:26:41.326,4.308573279,https://panoptes-uploads.zooniverse.org/subject_location/0778cc65-239b-4b27-b672-a3be99edfbde.png,https://panoptes-uploads.zooniverse.org/subject_location/35b2d130-cb83-4b05-8071-57aad2f85c05.png,5.704900988,0.02656889,0.004447871,0.004308573,0.004288486,21,N,236.2709102,0.000303094,-47.24448582,0.000303094,1,0,ext?,0,0,
148,4U1543,70792673,19109,T0,question_reducer,3,0,1,3.6.0,6,0,10,0.6,0.3,0.1,0,0,0.6,15976,19109,100065,"{""LC"":""34_ra237.774_dec-47.166_4U1543TraPDB_anderssonLC.png"",""RA"":""237.774165142015"",""Dec"":""-47.1664859150494"",""Image"":""34_ra237.774_dec-47.166_4U1543TraPDB_anderssonImage.png"",""runcat"":""34"",""date_obs"":""2021-07-31T19:37:45.994"",""medianFlux(mJy)"":""1.3095901765751001""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2254399b-d718-417d-8eff-e5b18cb939ef.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/e5de83e7-6e47-41d4-a501-74e48c5a5e38.png""}",10,2022-02-23 15:16:36 UTC,classification_count,2021-12-03 16:37:41 UTC,2021-12-03 16:37:41 UTC,34_ra237.774_dec-47.166_4U1543TraPDB_anderssonLC.png,237.7741651,-47.16648592,34_ra237.774_dec-47.166_4U1543TraPDB_anderssonImage.png,34,2021-07-31T19:37:45.994,1.309590177,https://panoptes-uploads.zooniverse.org/subject_location/2254399b-d718-417d-8eff-e5b18cb939ef.png,https://panoptes-uploads.zooniverse.org/subject_location/e5de83e7-6e47-41d4-a501-74e48c5a5e38.png,3.066248405,0.04887868,0.001441185,0.00130959,0.001329306,21,N,237.7741667,0.000303342,-47.16641747,0.000303342,1,0,,0,0,
