subject_id,workflow_id,task,reducer,data.stable,data.unsure,data.extended-blob,data.aggregation_version,data.transient-variable,data.artefact
70795957,19109,T0,question_reducer,1.0,1.0,6.0,3.6.0,1.0,1.0
70795958,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,,1.0
70795960,19109,T0,question_reducer,3.0,1.0,4.0,3.6.0,2.0,
70795961,19109,T0,question_reducer,3.0,3.0,3.0,3.6.0,,
70795962,19109,T0,question_reducer,5.0,,3.0,3.6.0,2.0,
70795963,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,,1.0
70795964,19109,T0,question_reducer,3.0,1.0,5.0,3.6.0,,1.0
70795965,19109,T0,question_reducer,5.0,,3.0,3.6.0,1.0,1.0
70795967,19109,T0,question_reducer,,1.0,8.0,3.6.0,1.0,
70795969,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,1.0
70795970,19109,T0,question_reducer,2.0,2.0,6.0,3.6.0,,
70795971,19109,T0,question_reducer,3.0,1.0,5.0,3.6.0,1.0,
70795973,19109,T0,question_reducer,1.0,1.0,7.0,3.6.0,,
70795974,19109,T0,question_reducer,2.0,2.0,2.0,3.6.0,4.0,
70795976,19109,T0,question_reducer,2.0,,1.0,3.6.0,2.0,5.0
70795977,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,1.0,1.0
70795979,19109,T0,question_reducer,4.0,,3.0,3.6.0,2.0,
70795980,19109,T0,question_reducer,1.0,,2.0,3.6.0,,7.0
70795982,19109,T0,question_reducer,8.0,,1.0,3.6.0,1.0,
70795983,19109,T0,question_reducer,1.0,1.0,5.0,3.6.0,,2.0
70795985,19109,T0,question_reducer,5.0,,3.0,3.6.0,1.0,1.0
70795986,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,1.0,
70795987,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70795990,19109,T0,question_reducer,6.0,,3.0,3.6.0,1.0,
70795991,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70795992,19109,T0,question_reducer,7.0,,1.0,3.6.0,2.0,
70795994,19109,T0,question_reducer,1.0,3.0,4.0,3.6.0,,1.0
70795995,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70795996,19109,T0,question_reducer,3.0,2.0,4.0,3.6.0,,1.0
70795997,19109,T0,question_reducer,4.0,1.0,5.0,3.6.0,,
70796000,19109,T0,question_reducer,4.0,3.0,2.0,3.6.0,,1.0
70796001,19109,T0,question_reducer,3.0,,2.0,3.6.0,5.0,
70796002,19109,T0,question_reducer,4.0,,5.0,3.6.0,1.0,
70796004,19109,T0,question_reducer,7.0,2.0,1.0,3.6.0,,
70796005,19109,T0,question_reducer,2.0,3.0,3.0,3.6.0,1.0,
70796007,19109,T0,question_reducer,6.0,3.0,,3.6.0,1.0,
70796008,19109,T0,question_reducer,2.0,3.0,4.0,3.6.0,1.0,
70796011,19109,T0,question_reducer,,2.0,3.0,3.6.0,,5.0
70796012,19109,T0,question_reducer,1.0,,6.0,3.6.0,,2.0
70796013,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70796015,19109,T0,question_reducer,3.0,1.0,5.0,3.6.0,1.0,
70796017,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,
70796018,19109,T0,question_reducer,4.0,2.0,2.0,3.6.0,1.0,1.0
70796019,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,1.0,
70796020,19109,T0,question_reducer,2.0,1.0,3.0,3.6.0,,4.0
70796023,19109,T0,question_reducer,7.0,,2.0,3.6.0,,1.0
70796024,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70796025,19109,T0,question_reducer,4.0,,5.0,3.6.0,1.0,
70796026,19109,T0,question_reducer,8.0,1.0,,3.6.0,,1.0
70796027,19109,T0,question_reducer,7.0,,3.0,3.6.0,,
70796030,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,
70796032,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70796033,19109,T0,question_reducer,2.0,2.0,2.0,3.6.0,1.0,2.0
70796034,19109,T0,question_reducer,6.0,2.0,2.0,3.6.0,,
70796035,19109,T0,question_reducer,6.0,,2.0,3.6.0,,1.0
70796037,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,,
70796039,19109,T0,question_reducer,,,2.0,3.6.0,3.0,5.0
70796040,19109,T0,question_reducer,2.0,1.0,7.0,3.6.0,,
70796041,19109,T0,question_reducer,,1.0,8.0,3.6.0,,1.0
70796042,19109,T0,question_reducer,2.0,2.0,5.0,3.6.0,1.0,
70796045,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70796046,19109,T0,question_reducer,4.0,,2.0,3.6.0,3.0,
70796047,19109,T0,question_reducer,5.0,,2.0,3.6.0,2.0,
70796048,19109,T0,question_reducer,4.0,3.0,3.0,3.6.0,,
70796049,19109,T0,question_reducer,2.0,,1.0,3.6.0,7.0,
70796052,19109,T0,question_reducer,6.0,1.0,,3.6.0,1.0,1.0
70796054,19109,T0,question_reducer,,3.0,3.0,3.6.0,2.0,
70796055,19109,T0,question_reducer,6.0,,2.0,3.6.0,1.0,1.0
70796056,19109,T0,question_reducer,3.0,,3.0,3.6.0,,3.0
70796057,19109,T0,question_reducer,5.0,1.0,4.0,3.6.0,,
70796060,19109,T0,question_reducer,7.0,,2.0,3.6.0,,
70796061,19109,T0,question_reducer,3.0,1.0,5.0,3.6.0,,1.0
70796062,19109,T0,question_reducer,4.0,3.0,3.0,3.6.0,,
70796063,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70796065,19109,T0,question_reducer,1.0,3.0,5.0,3.6.0,1.0,
70796066,19109,T0,question_reducer,3.0,2.0,2.0,3.6.0,1.0,2.0
70796069,19109,T0,question_reducer,4.0,2.0,2.0,3.6.0,2.0,
70796070,19109,T0,question_reducer,1.0,2.0,1.0,3.6.0,,6.0
70796071,19109,T0,question_reducer,2.0,1.0,3.0,3.6.0,,1.0
70796072,19109,T0,question_reducer,1.0,2.0,5.0,3.6.0,1.0,1.0
70796074,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,,2.0
70796075,19109,T0,question_reducer,6.0,2.0,2.0,3.6.0,,
70796076,19109,T0,question_reducer,2.0,1.0,2.0,3.6.0,,5.0
70796078,19109,T0,question_reducer,2.0,1.0,6.0,3.6.0,,1.0
70796079,19109,T0,question_reducer,1.0,1.0,4.0,3.6.0,2.0,2.0
70796082,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,2.0,
70796083,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,1.0,
70796084,19109,T0,question_reducer,2.0,1.0,2.0,3.6.0,3.0,1.0
70796085,19109,T0,question_reducer,3.0,3.0,3.0,3.6.0,1.0,
70796086,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,1.0,
70796088,19109,T0,question_reducer,5.0,,3.0,3.6.0,,
70796090,19109,T0,question_reducer,2.0,2.0,5.0,3.6.0,1.0,
70796091,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70796092,19109,T0,question_reducer,1.0,2.0,6.0,3.6.0,1.0,
70796095,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,1.0
70796096,19109,T0,question_reducer,5.0,,4.0,3.6.0,,1.0
70796097,19109,T0,question_reducer,3.0,1.0,6.0,3.6.0,,
70796098,19109,T0,question_reducer,2.0,2.0,2.0,3.6.0,2.0,1.0
70796099,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,,1.0
70796101,19109,T0,question_reducer,1.0,1.0,7.0,3.6.0,,1.0
70796103,19109,T0,question_reducer,2.0,3.0,4.0,3.6.0,1.0,
70796104,19109,T0,question_reducer,,1.0,8.0,3.6.0,,1.0
70796105,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,1.0,
70796106,19109,T0,question_reducer,1.0,1.0,6.0,3.6.0,1.0,
70796107,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,
70796108,19109,T0,question_reducer,3.0,2.0,2.0,3.6.0,2.0,1.0
70796110,19109,T0,question_reducer,7.0,,2.0,3.6.0,,
70796111,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,2.0,
70796114,19109,T0,question_reducer,1.0,2.0,5.0,3.6.0,1.0,1.0
70796115,19109,T0,question_reducer,3.0,,5.0,3.6.0,2.0,
70796116,19109,T0,question_reducer,,2.0,8.0,3.6.0,,
70796117,19109,T0,question_reducer,1.0,1.0,3.0,3.6.0,2.0,3.0
70796118,19109,T0,question_reducer,3.0,2.0,2.0,3.6.0,1.0,2.0
70796119,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70796121,19109,T0,question_reducer,6.0,2.0,,3.6.0,,1.0
70796122,19109,T0,question_reducer,4.0,1.0,4.0,3.6.0,,1.0
70796124,19109,T0,question_reducer,1.0,1.0,6.0,3.6.0,1.0,1.0
70796125,19109,T0,question_reducer,,1.0,4.0,3.6.0,1.0,3.0
70796126,19109,T0,question_reducer,,3.0,2.0,3.6.0,,5.0
70796128,19109,T0,question_reducer,,1.0,1.0,3.6.0,,8.0
70796129,19109,T0,question_reducer,4.0,1.0,4.0,3.6.0,,1.0
70796130,19109,T0,question_reducer,5.0,,4.0,3.6.0,1.0,
70796131,19109,T0,question_reducer,1.0,2.0,6.0,3.6.0,,1.0
70796133,19109,T0,question_reducer,,,7.0,3.6.0,1.0,2.0
70796134,19109,T0,question_reducer,4.0,2.0,3.0,3.6.0,,1.0
70796135,19109,T0,question_reducer,1.0,1.0,6.0,3.6.0,1.0,
70796136,19109,T0,question_reducer,4.0,,4.0,3.6.0,2.0,
70796137,19109,T0,question_reducer,3.0,2.0,4.0,3.6.0,1.0,
70796138,19109,T0,question_reducer,7.0,,1.0,3.6.0,2.0,
70796140,19109,T0,question_reducer,2.0,1.0,7.0,3.6.0,,
70796141,19109,T0,question_reducer,4.0,1.0,4.0,3.6.0,1.0,
70796142,19109,T0,question_reducer,,2.0,3.0,3.6.0,3.0,2.0
70796143,19109,T0,question_reducer,1.0,1.0,3.0,3.6.0,1.0,4.0
70796145,19109,T0,question_reducer,2.0,1.0,6.0,3.6.0,,1.0
70796147,19109,T0,question_reducer,2.0,3.0,5.0,3.6.0,,
70796148,19109,T0,question_reducer,3.0,,3.0,3.6.0,3.0,2.0
70796149,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,1.0,
70796150,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,1.0
70796151,19109,T0,question_reducer,2.0,2.0,2.0,3.6.0,3.0,
70796153,19109,T0,question_reducer,5.0,3.0,2.0,3.6.0,,
70796154,19109,T0,question_reducer,2.0,1.0,4.0,3.6.0,3.0,
70796155,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,,2.0
70796156,19109,T0,question_reducer,4.0,1.0,,3.6.0,2.0,1.0
70796158,19109,T0,question_reducer,2.0,2.0,5.0,3.6.0,,
70796159,19109,T0,question_reducer,4.0,2.0,3.0,3.6.0,1.0,
70796160,19109,T0,question_reducer,1.0,4.0,3.0,3.6.0,1.0,
70796162,19109,T0,question_reducer,4.0,2.0,2.0,3.6.0,1.0,1.0
70796163,19109,T0,question_reducer,8.0,1.0,,3.6.0,,
70796165,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70796166,19109,T0,question_reducer,2.0,2.0,4.0,3.6.0,1.0,
70796167,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70796168,19109,T0,question_reducer,3.0,1.0,4.0,3.6.0,1.0,
70796169,19109,T0,question_reducer,6.0,,2.0,3.6.0,2.0,
70796170,19109,T0,question_reducer,4.0,1.0,5.0,3.6.0,,
70796171,19109,T0,question_reducer,2.0,1.0,5.0,3.6.0,1.0,
70796172,19109,T0,question_reducer,2.0,2.0,5.0,3.6.0,1.0,
70796173,19109,T0,question_reducer,,2.0,3.0,3.6.0,4.0,
70796174,19109,T0,question_reducer,2.0,2.0,6.0,3.6.0,,
70796175,19109,T0,question_reducer,2.0,1.0,6.0,3.6.0,,
70796176,19109,T0,question_reducer,1.0,1.0,6.0,3.6.0,1.0,
70796177,19109,T0,question_reducer,3.0,1.0,4.0,3.6.0,,1.0
70796178,19109,T0,question_reducer,2.0,1.0,4.0,3.6.0,3.0,
70796179,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,,
70796180,19109,T0,question_reducer,3.0,3.0,3.0,3.6.0,1.0,
70796181,19109,T0,question_reducer,2.0,,8.0,3.6.0,,
70796183,19109,T0,question_reducer,2.0,1.0,4.0,3.6.0,1.0,2.0
70796184,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,2.0,
70796185,19109,T0,question_reducer,,,6.0,3.6.0,2.0,1.0
70796187,19109,T0,question_reducer,,1.0,7.0,3.6.0,,2.0
70796188,19109,T0,question_reducer,3.0,4.0,,3.6.0,3.0,
70796189,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,,1.0
70796190,19109,T0,question_reducer,2.0,2.0,5.0,3.6.0,1.0,
70796191,19109,T0,question_reducer,2.0,4.0,3.0,3.6.0,,1.0
70796192,19109,T0,question_reducer,2.0,1.0,6.0,3.6.0,1.0,
70796194,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70796195,19109,T0,question_reducer,1.0,2.0,5.0,3.6.0,1.0,1.0
70796196,19109,T0,question_reducer,4.0,2.0,1.0,3.6.0,3.0,
70796197,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,2.0,
70796198,19109,T0,question_reducer,2.0,1.0,5.0,3.6.0,,1.0
70796200,19109,T0,question_reducer,2.0,2.0,2.0,3.6.0,3.0,
70796201,19109,T0,question_reducer,7.0,,3.0,3.6.0,,
70796202,19109,T0,question_reducer,4.0,1.0,4.0,3.6.0,,1.0
70796203,19109,T0,question_reducer,2.0,1.0,3.0,3.6.0,3.0,1.0
70796204,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,
70796205,19109,T0,question_reducer,5.0,3.0,2.0,3.6.0,,
70796208,19109,T0,question_reducer,2.0,,4.0,3.6.0,,4.0
70796209,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,,2.0
70796210,19109,T0,question_reducer,4.0,,3.0,3.6.0,3.0,
70796211,19109,T0,question_reducer,2.0,,4.0,3.6.0,3.0,1.0
70796212,19109,T0,question_reducer,2.0,2.0,5.0,3.6.0,1.0,
70796214,19109,T0,question_reducer,2.0,3.0,2.0,3.6.0,1.0,2.0
70796215,19109,T0,question_reducer,,1.0,8.0,3.6.0,,1.0
70796216,19109,T0,question_reducer,3.0,2.0,5.0,3.6.0,,
70796217,19109,T0,question_reducer,,1.0,3.0,3.6.0,2.0,1.0
70796219,19109,T0,question_reducer,1.0,,4.0,3.6.0,1.0,4.0
70796221,19109,T0,question_reducer,2.0,1.0,6.0,3.6.0,1.0,
70796222,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,,1.0
70796223,19109,T0,question_reducer,4.0,3.0,3.0,3.6.0,,
70796224,19109,T0,question_reducer,3.0,2.0,4.0,3.6.0,,1.0
70796225,19109,T0,question_reducer,3.0,1.0,4.0,3.6.0,2.0,
70796227,19109,T0,question_reducer,6.0,,1.0,3.6.0,1.0,1.0
70796228,19109,T0,question_reducer,2.0,1.0,6.0,3.6.0,1.0,
70796229,19109,T0,question_reducer,3.0,2.0,5.0,3.6.0,,
70796230,19109,T0,question_reducer,2.0,1.0,5.0,3.6.0,,1.0
70796232,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,1.0,
70796234,19109,T0,question_reducer,1.0,1.0,1.0,3.6.0,2.0,4.0
70796235,19109,T0,question_reducer,1.0,,4.0,3.6.0,,3.0
70796237,19109,T0,question_reducer,3.0,2.0,5.0,3.6.0,,
70796238,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,1.0,1.0
70796239,19109,T0,question_reducer,5.0,,3.0,3.6.0,1.0,1.0
70796240,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,1.0,1.0
70796241,19109,T0,question_reducer,4.0,2.0,3.0,3.6.0,,
70796242,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,1.0,
70796243,19109,T0,question_reducer,3.0,3.0,4.0,3.6.0,,
70796244,19109,T0,question_reducer,1.0,2.0,7.0,3.6.0,,
70796246,19109,T0,question_reducer,5.0,,4.0,3.6.0,1.0,
70796247,19109,T0,question_reducer,3.0,2.0,2.0,3.6.0,1.0,2.0
70796248,19109,T0,question_reducer,,1.0,7.0,3.6.0,2.0,
70796249,19109,T0,question_reducer,3.0,,4.0,3.6.0,1.0,
70796251,19109,T0,question_reducer,2.0,1.0,7.0,3.6.0,,
70796253,19109,T0,question_reducer,1.0,1.0,1.0,3.6.0,2.0,4.0
70796254,19109,T0,question_reducer,2.0,2.0,5.0,3.6.0,1.0,
70796255,19109,T0,question_reducer,4.0,2.0,2.0,3.6.0,2.0,
70796256,19109,T0,question_reducer,1.0,,2.0,3.6.0,2.0,4.0
70796257,19109,T0,question_reducer,1.0,3.0,3.0,3.6.0,2.0,
70796259,19109,T0,question_reducer,2.0,2.0,3.0,3.6.0,1.0,2.0
70796260,19109,T0,question_reducer,3.0,2.0,5.0,3.6.0,,
70796261,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,1.0,1.0
70796262,19109,T0,question_reducer,1.0,,6.0,3.6.0,,2.0
70796264,19109,T0,question_reducer,4.0,2.0,3.0,3.6.0,1.0,
70796266,19109,T0,question_reducer,3.0,2.0,4.0,3.6.0,,
70796267,19109,T0,question_reducer,5.0,,3.0,3.6.0,2.0,
70796268,19109,T0,question_reducer,3.0,1.0,3.0,3.6.0,2.0,1.0
70796270,19109,T0,question_reducer,,1.0,6.0,3.6.0,1.0,1.0
70796271,19109,T0,question_reducer,1.0,2.0,6.0,3.6.0,1.0,
70796273,19109,T0,question_reducer,3.0,2.0,4.0,3.6.0,1.0,
70796274,19109,T0,question_reducer,2.0,1.0,4.0,3.6.0,2.0,1.0
70796275,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,,1.0
70796276,19109,T0,question_reducer,1.0,2.0,7.0,3.6.0,,
70796278,19109,T0,question_reducer,3.0,1.0,3.0,3.6.0,2.0,1.0
70796280,19109,T0,question_reducer,,2.0,6.0,3.6.0,1.0,1.0
70796282,19109,T0,question_reducer,2.0,1.0,7.0,3.6.0,,
70796283,19109,T0,question_reducer,7.0,1.0,,3.6.0,2.0,
70796285,19109,T0,question_reducer,5.0,2.0,1.0,3.6.0,1.0,
70796287,19109,T0,question_reducer,2.0,2.0,5.0,3.6.0,1.0,
70796288,19109,T0,question_reducer,1.0,1.0,6.0,3.6.0,,
70796290,19109,T0,question_reducer,2.0,2.0,6.0,3.6.0,,
70796291,19109,T0,question_reducer,3.0,1.0,3.0,3.6.0,2.0,
70796292,19109,T0,question_reducer,5.0,2.0,3.0,3.6.0,,
70796293,19109,T0,question_reducer,,2.0,7.0,3.6.0,1.0,
70796296,19109,T0,question_reducer,3.0,1.0,4.0,3.6.0,1.0,1.0
70796297,19109,T0,question_reducer,8.0,1.0,,3.6.0,1.0,
70796298,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,,
70796299,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,1.0,1.0
70796300,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70796302,19109,T0,question_reducer,4.0,1.0,4.0,3.6.0,1.0,
70796303,19109,T0,question_reducer,4.0,2.0,1.0,3.6.0,2.0,1.0
70796304,19109,T0,question_reducer,6.0,,3.0,3.6.0,,
70796305,19109,T0,question_reducer,2.0,1.0,6.0,3.6.0,,1.0
70796308,19109,T0,question_reducer,4.0,1.0,4.0,3.6.0,,2.0
70796309,19109,T0,question_reducer,4.0,2.0,2.0,3.6.0,,1.0
70796310,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70796311,19109,T0,question_reducer,,1.0,7.0,3.6.0,1.0,
70796312,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,1.0
70796315,19109,T0,question_reducer,4.0,,3.0,3.6.0,2.0,
70796316,19109,T0,question_reducer,4.0,,3.0,3.6.0,3.0,
70796317,19109,T0,question_reducer,2.0,2.0,4.0,3.6.0,1.0,1.0
70796318,19109,T0,question_reducer,4.0,2.0,3.0,3.6.0,1.0,
70796320,19109,T0,question_reducer,5.0,,1.0,3.6.0,2.0,1.0
70796323,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,1.0,1.0
70796324,19109,T0,question_reducer,1.0,1.0,5.0,3.6.0,3.0,
70796325,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,1.0,1.0
70796326,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,1.0,
70796327,19109,T0,question_reducer,3.0,2.0,5.0,3.6.0,,
70796328,19109,T0,question_reducer,4.0,1.0,4.0,3.6.0,,1.0
70796329,19109,T0,question_reducer,3.0,1.0,2.0,3.6.0,1.0,3.0
70796331,19109,T0,question_reducer,4.0,,5.0,3.6.0,,1.0
70796332,19109,T0,question_reducer,,1.0,9.0,3.6.0,,
70796334,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,1.0,2.0
70796335,19109,T0,question_reducer,6.0,,3.0,3.6.0,,1.0
70796336,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70796339,19109,T0,question_reducer,5.0,,3.0,3.6.0,,1.0
70796340,19109,T0,question_reducer,2.0,3.0,4.0,3.6.0,,1.0
70796341,19109,T0,question_reducer,2.0,,6.0,3.6.0,2.0,
70796343,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70796344,19109,T0,question_reducer,5.0,,3.0,3.6.0,2.0,
70796345,19109,T0,question_reducer,3.0,1.0,4.0,3.6.0,,1.0
70796346,19109,T0,question_reducer,,1.0,1.0,3.6.0,1.0,7.0
70796349,19109,T0,question_reducer,5.0,2.0,3.0,3.6.0,,
70796350,19109,T0,question_reducer,3.0,2.0,,3.6.0,,5.0
70796352,19109,T0,question_reducer,1.0,3.0,6.0,3.6.0,,
70796354,19109,T0,question_reducer,,,6.0,3.6.0,1.0,2.0
70796355,19109,T0,question_reducer,4.0,2.0,4.0,3.6.0,,
70796356,19109,T0,question_reducer,5.0,,3.0,3.6.0,,2.0
70796358,19109,T0,question_reducer,,1.0,7.0,3.6.0,,1.0
70796359,19109,T0,question_reducer,4.0,2.0,2.0,3.6.0,1.0,1.0
70796360,19109,T0,question_reducer,5.0,,2.0,3.6.0,2.0,1.0
70796361,19109,T0,question_reducer,,,6.0,3.6.0,,4.0
70796363,19109,T0,question_reducer,4.0,1.0,5.0,3.6.0,,
70796365,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,,
70796366,19109,T0,question_reducer,1.0,1.0,8.0,3.6.0,,
70796368,19109,T0,question_reducer,3.0,3.0,3.0,3.6.0,1.0,
70796369,19109,T0,question_reducer,1.0,2.0,6.0,3.6.0,,1.0
70796370,19109,T0,question_reducer,3.0,1.0,3.0,3.6.0,,2.0
70796372,19109,T0,question_reducer,4.0,,4.0,3.6.0,,1.0
70796374,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,2.0,
70796376,19109,T0,question_reducer,4.0,2.0,2.0,3.6.0,1.0,1.0
70796377,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70796378,19109,T0,question_reducer,6.0,,2.0,3.6.0,2.0,
70796380,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,2.0,
70796381,19109,T0,question_reducer,2.0,1.0,4.0,3.6.0,1.0,2.0
70796383,19109,T0,question_reducer,3.0,2.0,1.0,3.6.0,,1.0
70796384,19109,T0,question_reducer,3.0,1.0,6.0,3.6.0,,
70796385,19109,T0,question_reducer,5.0,3.0,2.0,3.6.0,,
70796386,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,1.0
70796387,19109,T0,question_reducer,1.0,2.0,5.0,3.6.0,2.0,
70796388,19109,T0,question_reducer,3.0,2.0,4.0,3.6.0,,
70796390,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70796392,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,1.0,1.0
70796393,19109,T0,question_reducer,2.0,1.0,5.0,3.6.0,,2.0
70796394,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,1.0,
70796395,19109,T0,question_reducer,2.0,1.0,7.0,3.6.0,,
70796397,19109,T0,question_reducer,3.0,,3.0,3.6.0,2.0,2.0
70796398,19109,T0,question_reducer,1.0,2.0,6.0,3.6.0,1.0,
70796400,19109,T0,question_reducer,3.0,,2.0,3.6.0,,4.0
70796401,19109,T0,question_reducer,5.0,2.0,3.0,3.6.0,,
70796402,19109,T0,question_reducer,,1.0,7.0,3.6.0,2.0,
70796403,19109,T0,question_reducer,6.0,,4.0,3.6.0,,
70796404,19109,T0,question_reducer,5.0,2.0,3.0,3.6.0,,
70796405,19109,T0,question_reducer,6.0,2.0,2.0,3.6.0,,
70796406,19109,T0,question_reducer,4.0,2.0,2.0,3.6.0,1.0,
70796407,19109,T0,question_reducer,5.0,2.0,1.0,3.6.0,2.0,
70796408,19109,T0,question_reducer,,1.0,5.0,3.6.0,2.0,2.0
70796410,19109,T0,question_reducer,2.0,,1.0,3.6.0,1.0,4.0
70796411,19109,T0,question_reducer,2.0,,3.0,3.6.0,,4.0
70796412,19109,T0,question_reducer,1.0,3.0,2.0,3.6.0,,4.0
70796413,19109,T0,question_reducer,1.0,,3.0,3.6.0,1.0,4.0
70796414,19109,T0,question_reducer,,,7.0,3.6.0,1.0,2.0
70796415,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,,
70796416,19109,T0,question_reducer,7.0,,3.0,3.6.0,,
70796417,19109,T0,question_reducer,3.0,4.0,1.0,3.6.0,1.0,1.0
70796418,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,,3.0
70796419,19109,T0,question_reducer,5.0,2.0,1.0,3.6.0,,1.0
70796420,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70796421,19109,T0,question_reducer,,3.0,5.0,3.6.0,1.0,1.0
70796423,19109,T0,question_reducer,5.0,2.0,1.0,3.6.0,2.0,
70796424,19109,T0,question_reducer,,1.0,8.0,3.6.0,1.0,
70796426,19109,T0,question_reducer,2.0,2.0,6.0,3.6.0,,
70796427,19109,T0,question_reducer,1.0,2.0,5.0,3.6.0,,1.0
70796428,19109,T0,question_reducer,2.0,1.0,5.0,3.6.0,2.0,
70796429,19109,T0,question_reducer,,1.0,7.0,3.6.0,1.0,1.0
70796431,19109,T0,question_reducer,6.0,,2.0,3.6.0,,1.0
70796432,19109,T0,question_reducer,2.0,5.0,1.0,3.6.0,2.0,
70796433,19109,T0,question_reducer,,,8.0,3.6.0,,2.0
70796434,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70796436,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70796437,19109,T0,question_reducer,4.0,2.0,1.0,3.6.0,1.0,2.0
70796438,19109,T0,question_reducer,,,7.0,3.6.0,1.0,2.0
70796439,19109,T0,question_reducer,4.0,2.0,4.0,3.6.0,,
70796440,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,,
70796441,19109,T0,question_reducer,2.0,2.0,3.0,3.6.0,1.0,2.0
70796442,19109,T0,question_reducer,2.0,2.0,1.0,3.6.0,4.0,1.0
70796444,19109,T0,question_reducer,,3.0,3.0,3.6.0,4.0,
70796446,19109,T0,question_reducer,5.0,,5.0,3.6.0,,
70796447,19109,T0,question_reducer,2.0,2.0,5.0,3.6.0,1.0,
70796448,19109,T0,question_reducer,2.0,1.0,7.0,3.6.0,,
70796449,19109,T0,question_reducer,4.0,,4.0,3.6.0,1.0,
